0.000000000000000e+00 4.493409457909063e+00 7.725251836937714e+00 1.090412165942890e+01 1.406619391283148e+01 1.722075527193077e+01 2.037130295928755e+01 2.351945249868902e+01 2.666605425881265e+01 2.981159879089295e+01 3.295638903982245e+01 3.610062224437560e+01 3.924443236116420e+01 4.238791356813194e+01 4.553113401399131e+01 4.867414423195434e+01 5.181698248727970e+01 5.495967828788891e+01 5.810225475449560e+01 6.124473026037441e+01 6.438711959055738e+01 6.752943477714417e+01 7.067168571161943e+01 7.381388060068068e+01 7.695602631033114e+01 8.009812862894503e+01 8.324019247072344e+01 8.638222203472873e+01 8.952422093041726e+01 9.266619227762283e+01 9.580813878686173e+01 9.895006282433187e+01 1.020919664649077e+02 1.052338515356376e+02 1.083757196516747e+02 1.115175722461310e+02 1.146594105950231e+02 1.178012358382243e+02 1.209430489971514e+02 1.240848509897628e+02 1.272266426433343e+02 1.303684247053885e+02 1.335101978530785e+02 1.366519627012789e+02 1.397937198095855e+02 1.429354696883894e+02 1.460772128041704e+02 1.492189495841198e+02 1.523606804201914e+02 1.555024056726606e+02 1.586441256732634e+02 1.617858407279657e+02 1.649275511194188e+02 1.680692571091388e+02 1.712109589394454e+02 1.743526568351927e+02 1.774943510053130e+02 1.806360416442029e+02 1.837777289329665e+02 1.869194130405302e+02 
2.081575977818100e+00 5.940369990572718e+00 9.205840142936662e+00 1.240444502190197e+01 1.557923641038719e+01 1.874264558477475e+01 2.189969647949279e+01 2.505282528099294e+01 2.820336100395233e+01 3.135209172656447e+01 3.449951492136692e+01 3.764596032308636e+01 4.079165523127187e+01 4.393676147141979e+01 4.708139741215420e+01 5.022565164918310e+01 5.336959182049086e+01 5.651327046219861e+01 5.965672900352799e+01 6.280000055651972e+01 6.594311190465521e+01 6.908608494664514e+01 7.222893776201545e+01 7.537168540928727e+01 7.851434053193073e+01 8.165691382403674e+01 8.479941439220252e+01 8.794185003965973e+01 9.108422749146879e+01 9.422655257456842e+01 9.736883036290095e+01 1.005110652952711e+02 1.036532612717341e+02 1.067954217329442e+02 1.099375497258765e+02 1.130796479585792e+02 1.162217188460326e+02 1.193637645487568e+02 1.225057870054720e+02 1.256477879608545e+02 1.287897689892235e+02 1.319317315148426e+02 1.350736768293841e+02 1.382156061070092e+02 1.413575204174372e+02 1.444994207373050e+02 1.476413079600789e+02 1.507831829047240e+02 1.539250463233121e+02 1.570668989077147e+02 1.602087412955102e+02 1.633505740752065e+02 1.664923977908738e+02 1.696342129462614e+02 1.727760200084655e+02 1.759178194112027e+02 1.790596115577407e+02 1.822013968235246e+02 1.853431755585339e+02 1.884849480894087e+02 
3.342093657365699e+00 7.289932304093348e+00 1.061385504231691e+01 1.384611187732660e+01 1.704290219336669e+01 2.022185656020820e+01 2.339049018554107e+01 2.655258922465686e+01 2.971027991774339e+01 3.286485224198761e+01 3.601713572488842e+01 3.916768869712984e+01 4.231690104694928e+01 4.546505343774668e+01 4.861235313324310e+01 5.175895656426989e+01 5.490498403835255e+01 5.805052961332576e+01 6.119566789594687e+01 6.434045882899906e+01 6.748495112936101e+01 7.062918480111713e+01 7.377319300184405e+01 7.691700344847489e+01 8.006063949013506e+01 8.320412093655699e+01 8.634746470471299e+01 8.949068532858674e+01 9.263379536475119e+01 9.577680571779052e+01 9.891972590347258e+01 1.020625642631364e+02 1.052053281395409e+02 1.083480240220177e+02 1.114906576670146e+02 1.146332341987551e+02 1.177757581937487e+02 1.209182337520921e+02 1.240606645579123e+02 1.272030539308272e+02 1.303454048699570e+02 1.334877200916985e+02 1.366300020622866e+02 1.397722530259471e+02 1.429144750293399e+02 1.460566699428323e+02 1.491988394790868e+02 1.523409852093434e+02 1.554831085777253e+02 1.586252109138412e+02 1.617672934439174e+02 1.649093573006555e+02 1.680514035319876e+02 1.711934331088574e+02 1.743354469321655e+02 1.774774458389758e+02 1.806194306080732e+02 1.837614019649439e+02 1.869033605862671e+02 1.900453071039467e+02 
4.514099647032288e+00 8.583754956365766e+00 1.197273003219253e+01 1.524451382437145e+01 1.846814777691617e+01 2.166660692240431e+01 2.485008530695990e+01 2.802387443045540e+01 3.119101609211606e+01 3.435339080214032e+01 3.751222677063029e+01 4.066836153810185e+01 4.382238652121826e+01 4.697473157144340e+01 5.012571680158065e+01 5.327558560771951e+01 5.642452641296003e+01 5.957268739512249e+01 6.272018671033719e+01 6.586711974470575e+01 6.901356435713478e+01 7.215958473496360e+01 7.530523427315477e+01 7.845055775425757e+01 8.159559301980586e+01 8.474037226655160e+01 8.788492306234502e+01 9.102926915001788e+01 9.417343108919425e+01 9.731742677295195e+01 1.004612718469286e+02 1.036049800517253e+02 1.067485635045171e+02 1.098920329321041e+02 1.130353978649105e+02 1.161786667993602e+02 1.193218473344898e+02 1.224649462874494e+02 1.256079697915987e+02 1.287509233801884e+02 1.318938120580441e+02 1.350366403632036e+02 1.381794124201250e+02 1.413221319857719e+02 1.444648024896677e+02 1.476074270688267e+02 1.507500085982951e+02 1.538925497179523e+02 1.570350528560820e+02 1.601775202501584e+02 1.633199539652412e+02 1.664623559102678e+02 1.696047278525389e+02 1.727470714306235e+02 1.758893881658703e+02 1.790316794727093e+02 1.821739466678841e+02 1.853161909787453e+02 1.884584135507141e+02 1.916006154540014e+02 
5.646703620436792e+00 9.840446043040139e+00 1.329556385889650e+01 1.660934590254760e+01 1.986242396133524e+01 2.308279562235950e+01 2.628326536738895e+01 2.947063674146605e+01 3.264889472346009e+01 3.582054125396589e+01 3.898723174922932e+01 4.215010762937395e+01 4.530998263075857e+01 4.846745314497279e+01 5.162296658363493e+01 5.477686536008920e+01 5.792941610091944e+01 6.108082958633958e+01 6.423127469012215e+01 6.738088833084046e+01 7.052978270869184e+01 7.367805065617651e+01 7.682576965351193e+01 7.997300488279238e+01 8.311981157956124e+01 8.626623686372446e+01 8.941232117972785e+01 9.255809944009265e+01 9.570360194132439e+01 9.884885510343904e+01 1.019938820715419e+02 1.051387032086201e+02 1.082833365018489e+02 1.114277978996363e+02 1.145721015928160e+02 1.177162602505038e+02 1.208602852189318e+02 1.240041866898730e+02 1.271479738439518e+02 1.302916549731064e+02 1.334352375856600e+02 1.365787284968195e+02 1.397221339069058e+02 1.428654594692162e+02 1.460087103490886e+02 1.491518912754652e+02 1.522950065860560e+02 1.554380602669999e+02 1.585810559877930e+02 1.617239971321348e+02 1.648668868252355e+02 1.680097279580487e+02 1.711525232088246e+02 1.742952750623289e+02 1.774379858270155e+02 1.805806576503926e+02 1.837232925328192e+02 1.868658923399010e+02 1.900084588136511e+02 1.931509935825655e+02 
6.756456330204129e+00 1.107020687372910e+01 1.459055216313343e+01 1.794717953490292e+01 2.123106829804048e+01 2.447482532052656e+01 2.769371570251496e+01 3.089600220050342e+01 3.408659873054191e+01 3.726863014522633e+01 4.044418668462470e+01 4.361472323275822e+01 4.678128557592683e+01 4.994464576041067e+01 5.310538672084693e+01 5.626395717013564e+01 5.942070832553662e+01 6.257591914715842e+01 6.572981408989870e+01 6.888257584715984e+01 7.203435466632391e+01 7.518527526914970e+01 7.833544206808932e+01 8.148494315010504e+01 8.463385335572134e+01 8.778223668486395e+01 9.093014819555395e+01 9.407763551620681e+01 9.722474006044416e+01 1.003714980106487e+02 1.035179411201344e+02 1.066640973718538e+02 1.098099915227622e+02 1.129556455563713e+02 1.161010790610935e+02 1.192463095482130e+02 1.223913527204488e+02 1.255362226998427e+02 1.286809322220065e+02 1.318254928023705e+02 1.349699148790499e+02 1.381142079360782e+02 1.412583806100818e+02 1.444024407829486e+02 1.475463956625800e+02 1.506902518534865e+02 1.538340154186829e+02 1.569776919341130e+02 1.601212865366355e+02 1.632648039664408e+02 1.664082486046404e+02 1.695516245066577e+02 1.726949354319642e+02 1.758381848706038e+02 1.789813760669225e+02 1.821245120408296e+02 1.852675956068793e+02 1.884106293914542e+02 1.915536158482290e+02 1.946965572721566e+02 
7.851077679474397e+00 1.227933398259070e+01 1.586322182108665e+01 1.926270994187167e+01 2.257805807241338e+01 2.584608426848058e+01 2.908434632596023e+01 3.230249155560425e+01 3.550632973392695e+01 3.869959517687266e+01 4.188480904031965e+01 4.506374041087795e+01 4.823767004762460e+01 5.140754949284333e+01 5.457410131002887e+01 5.773788454924048e+01 6.089933882661162e+01 6.405881479208033e+01 6.721659567386362e+01 7.037291282095504e+01 7.352795711626896e+01 7.668188749124610e+01 7.983483736907533e+01 8.298691960358033e+01 8.613823030952597e+01 8.928885186506685e+01 9.243885528842785e+01 9.558830213628219e+01 9.873724603276574e+01 1.018857339105381e+02 1.050338070253804e+02 1.081815017912164e+02 1.113288504716542e+02 1.144758817560636e+02 1.176226212421149e+02 1.207690918420616e+02 1.239153141264875e+02 1.270613066164878e+02 1.302070860330993e+02 1.333526675111157e+02 1.364980647830926e+02 1.396432903382827e+02 1.427883555604083e+02 1.459332708474877e+02 1.490780457163864e+02 1.522226888943263e+02 1.553672083992102e+02 1.585116116103215e+02 1.616559053307327e+02 1.648000958425206e+02 1.679441889557524e+02 1.710881900520365e+02 1.742321041233391e+02 1.773759358066511e+02 1.805196894150122e+02 1.836633689653378e+02 1.868069782034269e+02 1.899505206264677e+02 1.930939995033436e+02 1.962374178929772e+02 
8.934838878352855e+00 1.347203035333870e+01 1.711750573424926e+01 2.055942813202706e+01 2.390644997112899e+01 2.719924536639445e+01 3.045750215853676e+01 3.369217224846430e+01 3.690992061339978e+01 4.011507031199936e+01 4.331056325262927e+01 4.649847829946664e+01 4.968032991347737e+01 5.285724958593292e+01 5.603010087662398e+01 5.919955499032378e+01 6.236614194213355e+01 6.553028610128457e+01 6.869233144242790e+01 7.185255984129901e+01 7.501120456380001e+01 7.816846036722433e+01 8.132449117102473e+01 8.447943595603218e+01 8.763341335369515e+01 9.078652525389775e+01 9.393885966866520e+01 9.709049302546660e+01 1.002414920188239e+02 1.033919151166904e+02 1.065418137946462e+02 1.096912335537634e+02 1.128402147652358e+02 1.159887933753074e+02 1.191370014967942e+02 1.222848679079768e+02 1.254324184753951e+02 1.285796765137679e+02 1.317266630937166e+02 1.348733973059225e+02 1.380198964887632e+02 1.411661764251952e+02 1.443122515136350e+02 1.474581349167575e+02 1.506038386914818e+02 1.537493739028643e+02 1.568947507241787e+02 1.600399785251031e+02 1.631850659496274e+02 1.663300209850667e+02 1.694748510233271e+02 1.726195629154393e+02 1.757641630201896e+02 1.789086572476038e+02 1.820530510978811e+02 1.851973496963566e+02 1.883415578249273e+02 1.914856799503725e+02 1.946297202499176e+02 1.977736826343354e+02 
1.001037074628287e+01 1.465126280832579e+01 1.835631834202574e+01 2.184001207779934e+01 2.521865244380679e+01 2.853646065573046e+01 3.181510523083588e+01 3.506676461814708e+01 3.829891634182806e+01 4.151644834490179e+01 4.472270989426707e+01 4.792008225970601e+01 5.111030977580921e+01 5.429470216686600e+01 5.747426353606447e+01 6.064977753884787e+01 6.382186531809538e+01 6.699102592797566e+01 7.015766517002335e+01 7.332211656623552e+01 7.648465687766118e+01 7.964551776450116e+01 8.280489466864157e+01 8.596295366508235e+01 8.911983680686188e+01 9.227566633805600e+01 9.543054804619686e+01 9.858457395328301e+01 1.017378244933674e+02 1.048903702878983e+02 1.080422736032135e+02 1.111935895548737e+02 1.143443671088503e+02 1.174946499185737e+02 1.206444770284916e+02 1.237938834683931e+02 1.269429007578408e+02 1.300915573362213e+02 1.332398789309324e+02 1.363878888738701e+02 1.395356083745079e+02 1.426830567563776e+02 1.458302516625548e+02 1.489772092347995e+02 1.521239442702206e+02 1.552704703586797e+02 1.584168000036676e+02 1.615629447289065e+02 1.647089151726285e+02 1.678547211711558e+02 1.710003718331738e+02 1.741458756058885e+02 1.772912403340833e+02 1.804364733129578e+02 1.835815813354812e+02 1.867265707349413e+02 1.898714474232262e+02 1.930162169253348e+02 1.961608844105608e+02 1.993054547206870e+02 
1.107941838994994e+01 1.581921548893395e+01 1.958188901601827e+01 2.310656842048305e+01 2.651660255739546e+01 2.985949273891727e+01 3.315875397376321e+01 3.642771812846250e+01 3.967463338481944e+01 4.290492782407101e+01 4.612234320537029e+01 4.932955423898963e+01 5.252852978666957e+01 5.572075472050258e+01 5.890737203255816e+01 6.208927708520042e+01 6.526718198466968e+01 6.844166067070998e+01 7.161318119744288e+01 7.478212929182391e+01 7.794882584100037e+01 8.111354007128210e+01 8.427649961628077e+01 8.743789830369357e+01 9.059790224534393e+01 9.375665464904252e+01 9.691427965626579e+01 1.000708854293613e+02 1.032265666548692e+02 1.063814065884247e+02 1.095354787366804e+02 1.126888482495542e+02 1.158415730795967e+02 1.189937049528581e+02 1.221452901861857e+02 1.252963703786519e+02 1.284469829992395e+02 1.315971618885472e+02 1.347469376888878e+02 1.378963382144560e+02 1.410453887711120e+02 1.441941124336250e+02 1.473425302868523e+02 1.504906616362204e+02 1.536385241919849e+02 1.567861342310115e+02 1.599335067392134e+02 1.630806555373095e+02 1.662275933921251e+02 1.693743321153568e+02 1.725208826514129e+02 1.756672551557205e+02 1.788134590646775e+02 1.819595031582892e+02 1.851053956163557e+02 1.882511440689706e+02 1.913967556420084e+02 1.945422369981515e+02 1.976875943739788e+02 2.008328336135413e+02 
